Iteration	Create and Search List (ns)				Create and Search Tree (ns)
1						0						8.1038e+06
2						0						2.36901e+08
3						5.0485e+06						5.5699e+06
4						0						4.0181e+06
5						0						5.0201e+06
6						0						7.0652e+06
7						2.8252e+07						2.47079e+07
8						0						5.0466e+06
9						2.0154e+06						3.1097e+06
10						0						5.0164e+06
11						0						1.51112e+07
12						0						0
13						0						5.0638e+06
14						0						5.5598e+06
15						4.0209e+06						5.0218e+06
16						0						7.0707e+06
17						0						3.0209e+06
18						0						5.0648e+06
19						0						2.51821e+07
20						0						5.0517e+06
21						0						4.524e+06
22						0						7.0709e+06
23						0						3.0437e+06
24						0						5.0428e+06
25						0						5.5548e+06
26						0						4.43554e+07
27						0						1.00689e+07
28						0						9.5664e+06
29						0						5.5196e+06
30						0						5.0412e+06
31						0						1.0125e+07
32						1.5135e+06						3.5334e+06
33						0						9.5578e+06
34						0						5.0507e+06
35						0						5.0294e+06
36						0						5.0643e+06
37						0						0
38						5.0202e+06						0
39						5.0436e+06						5.0193e+06
40						0						5.0433e+06
41						0						2.0161e+07
42						0						1.96695e+07
43						0						5.0267e+06
44						0						1.01728e+07
45						0						5.018e+06
46						0						5.014e+06
47						0						5.0512e+06
48						0						1.96675e+07
49						0						5.0208e+06
50						5.0562e+06						5.3362e+06
51						4.5198e+06						0
52						0						1.00714e+07
53						0						5.027e+06
54						0						5.0555e+06
55						0						2.0161e+07
56						0						5.0783e+06
57						0						5.0472e+06
58						0						7.0748e+06
59						0						1.25668e+07
60						0						1.00797e+07
61						0						9.0993e+06
62						6.0133e+06						5.0551e+06
63						5.0201e+06						5.0679e+06
64						0						4.5232e+06
65						0						6.0671e+06
66						0						4.0161e+06
67						0						5.0507e+06
68						0						6.5765e+06
69						0						8.5759e+06
70						0						1.51357e+07
71						0						5.0815e+06
72						0						2.5185e+06
73						0						7.0162e+06
74						0						1.00835e+07
75						0						5.0492e+06
76						0						1.00817e+07
77						0						1.56664e+07
78						0						4.5157e+06
79						0						5.0193e+06
80						0						6.5655e+06
81						0						3.0176e+06
82						0						1.01124e+07
83						0						3.42967e+07
84						0						1.56656e+07
85						0						5.012e+06
86						0						5.0191e+06
87						0						5.048e+06
88						0						5.0194e+06
89						0						5.0492e+06
90						0						1.00779e+07
91						0						2.47575e+07
92						0						2.5472e+06
93						0						7.5177e+06
94						0						1.00774e+07
95						0						5.0514e+06
96						0						5.0178e+06
97						0						4.549e+06
98						0						5.5208e+06
99						0						5.0572e+06
100						0						1.00881e+07
101						0						4.5242e+06
102						0						5.0503e+06
103						0						5.0209e+06
104						0						5.0395e+06
105						0						0
106						0						7.0462e+06
107						0						8.0682e+06
108						0						0
109						0						5.0257e+06
110						0						9.8233e+06
111						0						0
112						0						5.0155e+06
113						0						6.0665e+06
114						0						4.0131e+06
115						0						5.0746e+06
116						0						6.5477e+06
117						0						0
118						0						8.5217e+06
119						0						5.0476e+06
120						0						2.5081e+06
121						0						2.5133e+06
122						0						5.0447e+06
123						0						5.0109e+06
124						0						4.8097e+06
125						0						5.0366e+06
126						0						5.0618e+06
127						0						5.5412e+06
128						0						4.5167e+06
129						0						2.0162e+06
130						3.113e+06						0
131						0						6.0257e+06
132						0						3.5159e+06
133						0						5.0358e+06
134						0						7.0914e+06
135						0						0
136						0						8.0147e+06
137						0						5.0401e+06
138						0						5.0196e+06
139						0						5.0418e+06
140						0						5.0922e+06
141						0						3.5458e+06
142						0						0
143						0						6.5608e+06
144						0						4.5424e+06
145						0						5.0799e+06
146						0						5.0138e+06
147						0						5.0139e+06
148						0						0
149						5.0848e+06						0
150						0						5.0456e+06
151						0						7.0447e+06
152						0						8.4147e+06
153						0						9.9892e+06
154						752200						2.9998e+06
155						999800						3.5247e+06
156						0						3.9986e+06
157						0						7.0067e+06
158						0						3.9875e+06
159						0						3.5188e+06
160						994700						4.009e+06
161						195300						1.5144e+06
162						0						5.0247e+06
163						0						0
164						5.0069e+06						4.0862e+06
165						0						0
166						0						6.0229e+06
167						0						5.031e+06
168						0						5.0647e+06
169						0						5.0259e+06
170						0						4.5114e+06
171						0						0
172						0						1.01023e+07
173						0						5.0279e+06
174						0						0
175						0						7.0839e+06
176						0						0
177						0						8.0883e+06
178						0						5.0171e+06
179						0						5.0222e+06
180						0						5.0413e+06
181						0						5.077e+06
182						0						3.5126e+06
183						0						6.0266e+06
184						0						5.074e+06
185						0						1.0094e+07
186						5.0205e+06						5.0433e+06
187						0						5.018e+06
188						0						5.0444e+06
189						0						5.0844e+06
190						0						7.0411e+06
191						0						3.1094e+06
192						0						5.5223e+06
193						0						4.0111e+06
194						0						5.0298e+06
195						0						0
196						0						1.51138e+07
197						0						0
198						0						1.02291e+07
199						0						0
200						0						5.0158e+06
201						0						7.6058e+06
202						0						7.0294e+06
203						0						5.0683e+06
204						0						1.00908e+07
205						0						5.0189e+06
206						5.0534e+06						0
207						0						5.0266e+06
208						0						7.0748e+06
209						0						7.6444e+06
210						0						5.0269e+06
211						0						1.75071e+08
212						0						0
213						5.0174e+06						3.5434e+06
214						0						3.5166e+06
215						0						3.0626e+06
216						0						5.0468e+06
217						0						4.0112e+06
218						1.01071e+08						4.5565e+06
219						0						0
220						0						5.0784e+06
221						0						5.0234e+06
222						0						5.0142e+06
223						0						5.0488e+06
224						0						5.0173e+06
225						0						4.34819e+08
226						0						2.02091e+07
227						0						1.00138e+07
228						0						5.0162e+06
229						7.6356e+06						1.79373e+07
230						0						4.5681e+06
231						938800						4.0133e+06
232						1.0008e+06						1.03072e+07
233						0						3.578e+06
234						0						7.4419e+06
235						2.7335e+06						1.8403e+06
236						0						1.43423e+07
237						996800						2.11779e+07
238						0						6.0576e+06
239						0						7.141e+06
240						0						5.0164e+06
241						0						6.8723e+06
242						0						0
243						0						6.516e+06
244						0						1.49934e+07
245						0						5.0167e+06
246						0						5.4331e+06
247						0						4.5192e+06
248						0						5.061e+06
249						0						9.5833e+06
250						0						0
251						0						5.0162e+06
252						0						1.01549e+07
253						0						5.0553e+06
254						0						0
255						0						1.00642e+07
256						0						5.0267e+06
257						0						5.0426e+06
258						0						6.0534e+06
259						0						4.0341e+06
260						0						5.0107e+06
261						0						0
262						0						9.774e+06
263						0						0
264						0						5.0398e+06
265						0						5.0105e+06
266						0						3.0407e+06
267						0						7.0173e+06
268						0						5.0732e+06
269						0						4.5525e+06
270						0						5.0472e+06
271						0						5.0521e+06
272						0						5.0754e+06
273						0						5.0601e+06
274						0						5.0274e+06
275						0						0
276						5.0458e+06						5.0583e+06
277						0						0
278						0						1.02004e+07
279						0						4.5334e+06
280						0						5.0929e+06
281						0						5.1036e+06
282						1.0084e+06						4.0125e+06
283						0						5.0499e+06
284						0						0
285						5.0325e+06						7.2167e+06
